candidate_id,gate,value,rule,reason
TUP-NASDAQ-LARGETICK-H2-QIMB-AGG,KG5_FALSIFIABILITY,BLOCKED,KG5-R2,"Instrument is a family rather than an exact contract/symbol, so no measurable outcome can be attributed (UNK-0027)."
TUP-NASDAQ-LARGETICK-H2H3-MICRO-AGG,KG1_MECHANISM,BLOCKED,KG1-R4,No venue-specific evidence that the mechanism operates on this venue/instrument. Borrowed evidence from another market is an extrapolation and cannot pass KG1.
TUP-NASDAQ-LARGETICK-H2H3-MICRO-AGG,KG2_DATA,BLOCKED,KG2-R4,"Data adequacy not established: historical_feed, PIT_reconstructable, timestamp_adequacy are not verified."
TUP-NASDAQ-LARGETICK-H2H3-MICRO-AGG,KG3_EXECUTION,BLOCKED,KG3-R4,"No verified fee component exists for this venue, so the platform cannot assert that known costs do not already invalidate the thesis. Known mandatory cost is an M1 fact (UNK-0001/0005/0011/0012/0013/0022/0028)."
TUP-NASDAQ-LARGETICK-H2H3-MICRO-AGG,KG4_HALF_LIFE,BLOCKED,KG4-R5,"No positive horizon-plausibility evidence: the candidate has no sourced empirical effect, documented mechanism cadence or structural timing fact at a comparable horizon. Absence of a contradiction is not positive evidence, so the horizon claim is unsupported rather than established."
TUP-NASDAQ-LARGETICK-H2H3-MICRO-AGG,KG5_FALSIFIABILITY,BLOCKED,KG5-R2,"Instrument is a family rather than an exact contract/symbol, so no measurable outcome can be attributed (UNK-0027)."
TUP-POLYMARKET-EVENT-H5-EVENTINF-AGG,KG1_MECHANISM,BLOCKED,KG1-R4,No venue-specific evidence that the mechanism operates on this venue/instrument. Borrowed evidence from another market is an extrapolation and cannot pass KG1.
TUP-POLYMARKET-EVENT-H5-EVENTINF-AGG,KG2_DATA,BLOCKED,KG2-R4,"Data adequacy not established: live_feed, historical_feed, PIT_reconstructable, timestamp_adequacy are not verified."
TUP-POLYMARKET-EVENT-H5-EVENTINF-AGG,KG3_EXECUTION,BLOCKED,KG3-R4,"No verified fee component exists for this venue, so the platform cannot assert that known costs do not already invalidate the thesis. Known mandatory cost is an M1 fact (UNK-0001/0005/0011/0012/0013/0022/0028)."
TUP-POLYMARKET-EVENT-H5-EVENTINF-AGG,KG4_HALF_LIFE,BLOCKED,KG4-R5,"No positive horizon-plausibility evidence: the candidate has no sourced empirical effect, documented mechanism cadence or structural timing fact at a comparable horizon. Absence of a contradiction is not positive evidence, so the horizon claim is unsupported rather than established."
TUP-POLYMARKET-EVENT-H5-EVENTINF-AGG,KG5_FALSIFIABILITY,BLOCKED,KG5-R2,"Instrument is a family rather than an exact contract/symbol, so no measurable outcome can be attributed (UNK-0027)."
TUP-SYSTEMONE-HARDCORE-ENGINE,KG1_MECHANISM,FAIL,KG1-R1,"Admission-policy boundary: no evidenced economic mechanism is claimed for this row, so no mechanism test exists to pass."
TUP-SYSTEMONE-HARDCORE-ENGINE,KG2_DATA,BLOCKED,KG2-R4,"Data adequacy not established: live_feed, historical_feed, PIT_reconstructable, timestamp_adequacy are not verified."
TUP-SYSTEMONE-HARDCORE-ENGINE,KG3_EXECUTION,FAIL,KG3-R1,Admission-policy boundary: the row asserts a technology capability that is unmeasured and barred from the execution path by policy.
TUP-SYSTEMONE-HARDCORE-ENGINE,KG4_HALF_LIFE,BLOCKED,KG4-R2,"Horizon is not banded, so no timing comparison is possible."
TUP-SYSTEMONE-HARDCORE-ENGINE,KG5_FALSIFIABILITY,FAIL,KG5-R1,"Not a valid unit of analysis: a universe definition, method rule, governance boundary or technology admission cannot carry a measurable outcome. A reformulation is a new candidate."
TUP-USSTOCK-XVENUE-H1-STALEQUOTE-AGG,KG1_MECHANISM,BLOCKED,KG1-R4,No venue-specific evidence that the mechanism operates on this venue/instrument. Borrowed evidence from another market is an extrapolation and cannot pass KG1.
TUP-USSTOCK-XVENUE-H1-STALEQUOTE-AGG,KG2_DATA,BLOCKED,KG2-R4,"Data adequacy not established: live_feed, historical_feed, PIT_reconstructable, timestamp_adequacy are not verified."
TUP-USSTOCK-XVENUE-H1-STALEQUOTE-AGG,KG3_EXECUTION,BLOCKED,KG3-R4,"No verified fee component exists for this venue, so the platform cannot assert that known costs do not already invalidate the thesis. Known mandatory cost is an M1 fact (UNK-0001/0005/0011/0012/0013/0022/0028)."
TUP-USSTOCK-XVENUE-H1-STALEQUOTE-AGG,KG4_HALF_LIFE,BLOCKED,KG4-R5,"No positive horizon-plausibility evidence: the candidate has no sourced empirical effect, documented mechanism cadence or structural timing fact at a comparable horizon. Absence of a contradiction is not positive evidence, so the horizon claim is unsupported rather than established."
TUP-USSTOCK-XVENUE-H1-STALEQUOTE-AGG,KG5_FALSIFIABILITY,BLOCKED,KG5-R2,"Instrument is a family rather than an exact contract/symbol, so no measurable outcome can be attributed (UNK-0027)."
